Id,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,PersonName,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeDebated,SponsorName,SponsorTitle,Constituency,Political Affiliation
35-2/S-9,S-9,An Act providing for self-government by the first nations of Canada,First reading in the Senate,35,2,Senate Public Bill, ,False,False,1,Senate,1996-06-12,1996-06-12,0 days,David Tkachuk,Senator,None,None
35-1/S-9,S-9,"An Act to amend the Canada-United States Tax Convention Act, 1984",Royal assent,35,1,Senate Government Bill, ,True,False,6,Senate,1995-03-22,1995-11-07,230 days,None,Leader of the Government in the Senate,None,None
44-1/S-10,S-10,Anishinabek Nation Governance Agreement Act,Royal assent,44,1,Senate Government Bill, ,True,True,6,Senate,2022-06-08,2022-06-23,15 days,Marc Gold,Senator,None,None
41-1/S-10,S-10,Prohibiting Cluster Munitions Act,Second reading in the House of Commons,41,1,Senate Government Bill, ,False,False,5,Senate,2012-04-25,2013-06-12,413 days,None,Leader of the Government in the Senate,None,None
40-3/S-10,S-10,Penalties for Organized Drug Crime Act,First reading in the House of Commons,40,3,Senate Government Bill, ,False,False,4,Senate,2010-05-04,2010-12-14,224 days,None,Leader of the Government in the Senate,None,None
38-1/S-10,S-10,"Federal Law-Civil Law Harmonization Act, No. 2",Royal assent,38,1,Senate Government Bill, ,True,False,6,Senate,2004-10-18,2004-12-15,58 days,None,Leader of the Government in the Senate,None,None
37-3/S-10,S-10,Marriage Act,First reading in the Senate,37,3,Senate Public Bill, ,False,False,1,Senate,2004-02-09,2004-02-09,0 days,Anne Cools,Senator,None,None
37-2/S-10,S-10,Personal Watercraft Act,First reading in the House of Commons,37,2,Senate Public Bill, ,False,False,4,Senate,2002-10-30,2003-11-06,372 days,Mira Spivak,Senator,None,None
37-1/S-10,S-10,An Act to amend the Parliament of Canada Act (Parliamentary Poet Laureate),Royal assent,37,1,Senate Public Bill, ,True,False,6,Senate,2001-01-30,2001-12-18,322 days,Jerahmiel Grafstein,Senator,None,None
36-2/S-10,S-10,"An Act to amend the National Defence Act, the DNA Identification Act and the Criminal Code",Royal assent,36,2,Senate Government Bill, ,True,False,6,Senate,1999-11-03,2000-06-28,238 days,None,Leader of the Government in the Senate,None,None
36-1/S-10,S-10,An Act to amend the Excise Tax Act,Second reading in the Senate,36,1,Senate Public Bill, ,False,False,2,Senate,1997-12-02,1998-03-18,106 days,Consiglio Di Nino,Senator,None,None
35-2/S-10,S-10,An Act to amend the Criminal Code  (criminal organization),Second reading in the Senate,35,2,Senate Public Bill, ,False,False,2,Senate,1996-06-17,1996-12-09,175 days,Fernand Roberge,Senator,None,None
35-1/S-10,S-10,An Act providing for self-government by the First Nations of Canada,First reading in the Senate,35,1,Senate Public Bill, ,False,False,1,Senate,1995-03-29,1995-03-29,0 days,David Tkachuk,Senator,None,None
44-1/S-11,S-11,"Federal Law–Civil Law Harmonization Act, No. 4",Third reading in the Senate,44,1,Senate Government Bill, ,False,True,3,Senate,2022-10-25,2022-12-15,51 days,Marc Gold,Senator,None,None
41-1/S-11,S-11,Safe Food for Canadians Act,Royal assent,41,1,Senate Government Bill, ,True,False,6,Senate,2012-06-06,2012-11-21,168 days,None,Leader of the Government in the Senate,None,None
40-3/S-11,S-11,Safe Drinking Water for First Nations Act,Second reading in the Senate,40,3,Senate Government Bill, ,False,False,2,Senate,2010-05-25,2010-12-13,202 days,None,Leader of the Government in the Senate,None,None
38-1/S-11,S-11,An Act to amend the Criminal Code (lottery schemes),Third reading in the Senate,38,1,Senate Public Bill, ,False,False,3,Senate,2004-10-18,2005-05-16,210 days,Jean Lapointe,Senator,None,None
37-3/S-11,S-11,Statutes Repeal Act,Second reading in the Senate,37,3,Senate Public Bill, ,False,False,2,Senate,2004-02-10,2004-03-08,27 days,Tommy Banks,Senator,None,None
37-2/S-11,S-11,An Act to amend the Official Languages Act (promotion of English and French),Second reading in the Senate,37,2,Senate Public Bill, ,False,False,2,Senate,2002-12-09,2003-05-06,148 days,Jean-Robert Gauthier,Senator,None,None
37-1/S-11,S-11,An Act to amend the Canada Business Corporations Act and the Canada Cooperatives Act and to amend other Acts in consequence,Royal assent,37,1,Senate Government Bill, ,True,False,6,Senate,2001-02-05,2001-06-13,128 days,None,Leader of the Government in the Senate,None,None
36-2/S-11,S-11,An Act to amend the Criminal Code to prohibit coercion in medical procedures that offend a person's religion or belief that human life is inviolable,First reading in the Senate,36,2,Senate Public Bill, ,False,False,1,Senate,1999-11-03,1999-11-03,0 days,Raymond Perrault,Senator,None,None
36-1/S-11,S-11,An Act to amend the Canadian Human Rights Act in order to add social condition as a prohibited ground of discrimination,First reading in the House of Commons,36,1,Senate Public Bill, ,False,False,4,Senate,1997-12-09,1998-10-18,313 days,Erminie Cohen,Senator,None,None
35-2/S-11,S-11,An Act to amend the Excise Tax Act,Second reading in the Senate,35,2,Senate Public Bill, ,False,False,2,Senate,1996-06-19,1997-02-18,244 days,Consiglio Di Nino,Senator,None,None
35-1/S-11,S-11,An Act concerning one Karla Homolka,First reading in the Senate,35,1,Senate Public Bill, ,False,False,1,Senate,1995-10-16,1995-10-16,0 days,Anne Cools,Senator,None,None
41-1/S-12,S-12,Incorporation by Reference in Regulations Act,First reading in the House of Commons,41,1,Senate Government Bill, ,False,False,4,Senate,2012-10-16,2012-12-12,57 days,None,Leader of the Government in the Senate,None,None
40-3/S-12,S-12,"Federal Law-Civil Law Harmonization Act, No. 3",First reading in the House of Commons,40,3,Senate Government Bill, ,False,False,4,Senate,2010-10-19,2010-12-15,57 days,None,Leader of the Government in the Senate,None,None
38-1/S-12,S-12,Personal Watercraft Act,First reading in the House of Commons,38,1,Senate Public Bill, ,False,False,4,Senate,2004-10-18,2005-11-28,406 days,Mira Spivak,Senator,None,None
37-3/S-12,S-12,An Act to amend the Royal Canadian Mounted Police Act (modernization of employment and labour relations),Second reading in the Senate,37,3,Senate Public Bill, ,False,False,2,Senate,2004-02-11,2004-04-27,76 days,Pierre Claude Nolin,Senator,None,None
37-2/S-12,S-12,Statutes Repeal Act,Second reading in the Senate,37,2,Senate Public Bill, ,False,False,2,Senate,2002-12-10,2003-02-26,78 days,Tommy Banks,Senator,None,None
37-1/S-12,S-12,An Act to amend the Statistics Act and the National Archives of Canada Act (census records),Second reading in the Senate,37,1,Senate Public Bill, ,False,False,2,Senate,2001-02-06,2001-03-26,48 days,Lorna Milne,Senator,None,None
36-2/S-12,S-12,An Act to amend the Divorce Act (child of the marriage),First reading in the Senate,36,2,Senate Public Bill, ,False,False,1,Senate,1999-11-17,1999-11-17,0 days,Anne Cools,Senator,None,None
36-1/S-12,S-12,An Act to amend the Criminal Code (abuse of process),Second reading in the Senate,36,1,Senate Public Bill, ,False,False,2,Senate,1998-02-09,1998-05-05,85 days,Anne Cools,Senator,None,None
35-2/S-12,S-12,An Act providing for self-government by the first nations of Canada),Second reading in the Senate,35,2,Senate Public Bill, ,False,False,2,Senate,1996-11-24,1997-02-17,85 days,David Tkachuk,Senator,None,None
35-1/S-12,S-12,"An Act to amalgamate the Alberta corporation known as the Missionary Church with the Canada corporation known as the Evangelical Missionary Church, Canada West District",Royal assent,35,1,Senate Private Bill, ,True,False,6,Senate,1995-11-21,1995-12-14,23 days,Leonard Gustafson,Senator,None,None
41-1/S-13,S-13,Port State Measures Agreement Implementation Act,First reading in the House of Commons,41,1,Senate Government Bill, ,False,False,4,Senate,2012-11-07,2013-03-08,121 days,None,Leader of the Government in the Senate,None,None
40-3/S-13,S-13,Keeping Canadians Safe (Protecting Borders) Act,Third reading in the Senate,40,3,Senate Government Bill, ,False,False,3,Senate,2010-10-25,2011-03-09,135 days,None,Leader of the Government in the Senate,None,None
38-1/S-13,S-13,"An Act to amend the Constitution Act, 1867 and the Parliament of Canada Act (Speakership of the Senate)",Second reading in the Senate,38,1,Senate Public Bill, ,False,False,2,Senate,2004-10-18,2004-11-16,29 days,Donald Oliver,Senator,None,None
37-3/S-13,S-13,Federal Nominations Act,First reading in the Senate,37,3,Senate Public Bill, ,False,False,1,Senate,2004-02-18,2004-02-18,0 days,Terry Stratton,Senator,None,None
37-2/S-13,S-13,An Act to amend the Statistics Act,First reading in the House of Commons,37,2,Senate Government Bill, ,False,False,4,Senate,2003-02-04,2003-05-28,113 days,None,Leader of the Government in the Senate,None,None
37-1/S-13,S-13,Royal Assent Act,Second reading in the Senate,37,1,Senate Public Bill, ,False,False,2,Senate,2001-02-06,2001-05-01,84 days,John Lynch-Staunton,Senator,None,None
36-2/S-13,S-13,Public Service Whistleblowing Act,Second reading in the Senate,36,2,Senate Public Bill, ,False,False,2,Senate,1999-12-01,2000-02-21,82 days,Noël Kinsella,Senator,None,None
36-1/S-13,S-13,Tobacco Industry Responsibility Act,First reading in the House of Commons,36,1,Senate Public Bill, ,False,False,4,Senate,1998-02-25,1998-11-17,265 days,Colin Kenny,Senator,None,None
35-2/S-13,S-13,An Act to amend the Criminal Code (protection of health care providers),First reading in the Senate,35,2,Senate Public Bill, ,False,False,1,Senate,1996-11-26,1996-11-26,0 days,Sharon Carstairs,Senator,None,None
35-1/S-13,S-13,An Act to amend the Criminal Code (abuse of process),First reading in the Senate,35,1,Senate Public Bill, ,False,False,1,Senate,1995-11-28,1995-11-28,0 days,Anne Cools,Senator,None,None
41-1/S-14,S-14,Fighting Foreign Corruption Act,Royal assent,41,1,Senate Government Bill, ,True,False,6,Senate,2013-02-04,2013-06-18,134 days,None,Leader of the Government in the Senate,None,None
38-1/S-14,S-14,Heritage Lighthouse Protection Act,Second reading in the House of Commons,38,1,Senate Public Bill, ,False,False,5,Senate,2004-10-19,2005-06-22,246 days,Michael Forrestall,Senator,None,None
37-3/S-14,S-14,An Act to Amend the Agreement on Internal Trade Implementation Act,First reading in the Senate,37,3,Senate Public Bill, ,False,False,1,Senate,2004-03-09,2004-03-09,0 days,James Kelleher,Senator,None,None
37-2/S-14,S-14,An Act to amend the National Anthem Act to reflect the linguistic duality of Canada,Second reading in the Senate,37,2,Senate Public Bill, ,False,False,2,Senate,2003-02-10,2003-06-16,126 days,Noël Kinsella,Senator,None,None
37-1/S-14,S-14,"Sir John A. Macdonald Day and the Sir Wilfrid Laurier Day Act
",Royal assent,37,1,Senate Public Bill, ,True,False,6,Senate,2001-02-06,2002-03-21,408 days,John Lynch-Staunton,Senator,None,None
36-2/S-14,S-14,An Act to amend the Act of incorporation of the Board of Elders of the Canadian District of the Moravian Church in America,Royal assent,36,2,Senate Private Bill, ,True,False,6,Senate,1999-12-01,2000-03-29,119 days,Nicholas Taylor,Senator,None,None
36-1/S-14,S-14,First Nations Government Act,Second reading in the Senate,36,1,Senate Public Bill, ,False,False,2,Senate,1998-03-24,1998-03-30,6 days,David Tkachuk,Senator,None,None
35-2/S-14,S-14,An Act to amend the Criminal Code and the Department of Health Act (security of the child),First reading in the Senate,35,2,Senate Public Bill, ,False,False,1,Senate,1996-12-11,1996-12-11,0 days,Sharon Carstairs,Senator,None,None
35-1/S-14,S-14,Tobacco Product Restrictions Act,Second reading in the Senate,35,1,Senate Public Bill, ,False,False,2,Senate,1995-12-06,1996-01-31,56 days,Stanley Haidasz,Senator,None,None
41-1/S-15,S-15,Expansion and Conservation of Canada’s National Parks Act,Royal assent,41,1,Senate Government Bill, ,True,False,6,Senate,2013-02-11,2013-06-18,127 days,None,Leader of the Government in the Senate,None,None
38-1/S-15,S-15,Spam Control Act,First reading in the Senate,38,1,Senate Public Bill, ,False,False,1,Senate,2004-10-19,2004-10-19,0 days,Donald Oliver,Senator,None,None
37-3/S-15,S-15,An Act to amend the Act of incorporation of Queen's Theological College,Royal assent,37,3,Senate Private Bill, ,True,False,6,Senate,2004-03-09,2004-04-01,23 days,Lowell Murray,Senator,None,None
37-2/S-15,S-15,An Act to remove certain doubts regarding the meaning of marriage,First reading in the Senate,37,2,Senate Public Bill, ,False,False,1,Senate,2003-02-12,2003-02-12,0 days,Anne Cools,Senator,None,None
37-1/S-15,S-15,Tobacco Youth Protection Act,First reading in the House of Commons,37,1,Senate Public Bill, ,False,False,4,Senate,2001-02-06,2001-05-30,113 days,Colin Kenny,Senator,None,None
36-2/S-15,S-15,An Act to amend the Statistics Act and the National Archives of Canada Act (census records),Second reading in the Senate,36,2,Senate Public Bill, ,False,False,2,Senate,1999-12-15,2000-09-18,278 days,Lorna Milne,Senator,None,None
36-1/S-15,S-15,Royal Assent Act,Second reading in the Senate,36,1,Senate Public Bill, ,False,False,2,Senate,1998-04-01,1998-06-08,68 days,John Lynch-Staunton,Senator,None,None
35-2/S-15,S-15,An Act to amend An Act to incorporate the Bishop of the Artic of the Church of England in Canada,Royal assent,35,2,Senate Private Bill, ,True,False,6,Senate,1997-02-12,1997-04-24,71 days,Michael Meighen,Senator,None,None
35-1/S-15,S-15,An Act to amend the Criminal Code (plea bargaining),First reading in the Senate,35,1,Senate Public Bill, ,False,False,1,Senate,1995-12-12,1995-12-12,0 days,Anne Cools,Senator,None,None
41-1/S-16,S-16,Tackling Contraband Tobacco Act,Second reading in the House of Commons,41,1,Senate Government Bill, ,False,False,5,Senate,2013-03-04,2013-06-13,101 days,None,Leader of the Government in the Senate,None,None
38-1/S-16,S-16,First Nations Government Recognition Act,First reading in the Senate,38,1,Senate Public Bill, ,False,False,1,Senate,2004-10-26,2004-10-26,0 days,Gerry Germain,Senator,None,None
37-3/S-16,S-16,An Act to amend the Copyright Act,Second reading in the Senate,37,3,Senate Public Bill, ,False,False,2,Senate,2004-03-10,2004-03-22,12 days,Joseph Day,Senator,None,None
37-2/S-16,S-16,"An Act to amend the Constitution Act, 1867 and the Parliament of Canada Act (Speakership of the Senate)",First reading in the Senate,37,2,Senate Public Bill, ,False,False,1,Senate,2003-03-17,2003-03-17,0 days,Donald Oliver,Senator,None,None
37-1/S-16,S-16,An Act to amend the Proceeds of Crime (Money Laundering) Act,Royal assent,37,1,Senate Government Bill, ,True,False,6,Senate,2001-02-19,2001-06-13,114 days,None,Leader of the Government in the Senate,None,None
36-2/S-16,S-16,Sir John A. Macdonald Day Act,Second reading in the Senate,36,2,Senate Public Bill, ,False,False,2,Senate,2000-02-21,2000-06-27,127 days,Normand Grimard,Senator,None,None
36-1/S-16,S-16,"Income Tax Conventions Implementation Act, 1998",Royal assent,36,1,Senate Government Bill, ,True,False,6,Senate,1998-05-04,1998-12-02,212 days,None,Leader of the Government in the Senate,None,None
35-2/S-16,S-16,An Act concerning one Karla Homolka,First reading in the Senate,35,2,Senate Public Bill, ,False,False,1,Senate,1997-04-15,1997-04-15,0 days,Anne Cools,Senator,None,None
41-1/S-17,S-17,"Tax Conventions Implementation Act, 2013",Royal assent,41,1,Senate Government Bill, ,True,False,6,Senate,2013-03-05,2013-06-18,105 days,None,Leader of the Government in the Senate,None,None
38-1/S-17,S-17,"Tax Conventions Implementation Act, 2004",Royal assent,38,1,Senate Government Bill, ,True,False,6,Senate,2004-10-27,2005-03-23,147 days,None,Leader of the Government in the Senate,None,None
37-3/S-17,S-17,An Act to amend the Citizenship Act,First reading in the House of Commons,37,3,Senate Public Bill, ,False,False,4,Senate,2004-03-24,2004-05-07,44 days,Noël Kinsella,Senator,None,None
